jurisdiction,year,data_start_date,data_end_date,first_published_date,last_updated_date,sub_threshold,jurisdiction_facility_id,registered_business_name,facility_name,site_address_street,site_address_suburb,site_address_state,site_address_postcode,site_latitude,site_longitude,ANZSIC code,ANZSIC name,main_activities,substance,destination,quantity_in_kg,mandatory_destination,mass_balance_estimation,engineering_calculations_estimation,direct_measurement_estimation,emission_factors_estimation,approved_alternative_estimation
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Copper & compounds,On-site tailings storage,2950600,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Copper & compounds,On-site landfill,122.7239,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Lead & compounds,On-site tailings storage,7764.736,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Lead & compounds,On-site landfill,362.9309,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Manganese & compounds,On-site tailings storage,1063769,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Mercury & compounds,On-site tailings storage,97.0592,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Mercury & compounds,On-site landfill,0.0611436,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Nickel & compounds,On-site tailings storage,46588.42,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Nickel & compounds,On-site landfill,9.870324,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Zinc and compounds,On-site tailings storage,58235.52,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020LAO001,CST MINERALS LADY ANNIE PTY LIMITED,Lady Annie Mine,McNamara Road,Mount Isa,QLD,4825,-19.90530833,139.1080111,0803,Copper Ore Mining,Copper Producer - Heap Leach and Electrowinning,Zinc and compounds,On-site landfill,572.1294,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012CHO001,CH4 OPERATIONS PTY LTD,Moranbah Operations,via Lot 9 Thorpe Street,Moranbah,QLD,4744,-21.989376,148.017122,0700,Oil and Gas Extraction,Oil and Gas Extraction,"Ethylene glycol (1,2-ethanediol)",On-site long term waste storage,4898,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Arsenic & compounds,On-site tailings storage,267107.7,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Arsenic & compounds,On-site landfill,19.8144,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Arsenic & compounds,Off-site landfill,28.89707,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Boron & compounds,On-site tailings storage,14434.12,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Chromium (III) compounds,On-site tailings storage,171145.4,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Chromium (III) compounds,On-site landfill,206.9504,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Chromium (III) compounds,Off-site landfill,301.8139,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Copper & compounds,On-site tailings storage,353462.7,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Copper & compounds,On-site landfill,154.6624,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Copper & compounds,Off-site landfill,225.5577,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Cyanide (inorganic) compounds,On-site tailings storage,183073.8,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Fluoride compounds,On-site tailings storage,1371241,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Lead & compounds,On-site tailings storage,8419.422,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Lead & compounds,On-site landfill,457.3824,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Lead & compounds,Off-site landfill,667.0408,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Manganese & compounds,On-site tailings storage,837424.3,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Mercury & compounds,On-site tailings storage,72.1706,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Mercury & compounds,On-site landfill,0.077056,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Mercury & compounds,Off-site landfill,0.1123775,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Nickel & compounds,On-site tailings storage,2286.365,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Nickel & compounds,On-site landfill,12.43904,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Nickel & compounds,Off-site landfill,18.14094,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Zinc and compounds,On-site tailings storage,202611.7,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Zinc and compounds,On-site landfill,721.024,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CAR001,CARPENTARIA GOLD PTY LTD,Ravenswood Gold Operations,GOLD MINE,Ravenswood,QLD,4816,-20.112647,146.904214,0804,Gold Ore Mining,Gold ore mining and processing,Zinc and compounds,Off-site landfill,1051.532,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Acetic acid (ethanoic acid),Off-site sewerage,0.75,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Boron & compounds,Off-site sewerage,28.7,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Chlorine & compounds,Off-site sewerage,24.9,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Glutaraldehyde,Off-site sewerage,5.54,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Manganese & compounds,Off-site sewerage,6.86,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Nitric acid,Off-site sewerage,9.46,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Phosphoric acid,Off-site sewerage,10.57,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Sulfuric acid,Off-site sewerage,348,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q038CCL001,ECOLAB PTY LTD,Ecolab Darra,32 PERIVALE ST,Darra,QLD,4076,-27.56475,152.94725,1813,Basic Inorganic Chemical Manufacturing,"Importation, storage, blending and distribution of industrial chemicals. Dilution and packaging of industrial chemicals.",Zinc and compounds,Off-site sewerage,9.27,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Ammonia (total),Off-site sewerage,1473.5865,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Benzene,Off-site sewerage,0.008524,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Ethylbenzene,Off-site sewerage,0.0117205,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Formaldehyde (methyl aldehyde),Off-site sewerage,0.8524,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Toluene (methylbenzene),Off-site sewerage,0.0040489,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Total Nitrogen,Off-site sewerage,1589.0867,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Total Phosphorus,Off-site sewerage,13.337929,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058RED001,REDLAND CITY COUNCIL,Birkdale Sanitary Landfill,555-607 Old Cleveland Road East,Birkdale,QLD,4159,-27.511043,153.227932,2921,Waste Treatment and Disposal Services,Municipal Waste Transfer Station,Xylenes (individual or mixed isomers),Off-site sewerage,0.093764,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023CCC001,UNITYWATER,Kawana Sewage Treatment Plant,MAIN DR,Warana,QLD,4575,-26.728968,153.114961,2812,Sewerage and Drainage Services,Sewage Treatment Plant,Chlorine & compounds,On-site immobilisation,0,N,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023CCC001,UNITYWATER,Kawana Sewage Treatment Plant,MAIN DR,Warana,QLD,4575,-26.728968,153.114961,2812,Sewerage and Drainage Services,Sewage Treatment Plant,Total Nitrogen,Off-site reuse,86143,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023CCC001,UNITYWATER,Kawana Sewage Treatment Plant,MAIN DR,Warana,QLD,4575,-26.728968,153.114961,2812,Sewerage and Drainage Services,Sewage Treatment Plant,Total Phosphorus,Off-site reuse,24573,N,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Ammonia (total),On-site tailings storage,4204832,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Antimony & compounds,On-site tailings storage,3010,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Chromium (III) compounds,On-site tailings storage,699282,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Cobalt & compounds,On-site tailings storage,960451,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Copper & compounds,On-site tailings storage,74461,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Fluoride compounds,On-site tailings storage,68145,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Lead & compounds,On-site tailings storage,8420,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Manganese & compounds,On-site tailings storage,12435147,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Mercury & compounds,On-site tailings storage,60.2,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Nickel & compounds,On-site tailings storage,4245052,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q024QNI001,QUEENSLAND NICKEL PTY LTD,Yabulu Refinery,1 GREENVALE ST,Yabulu,QLD,4818,-19.200166,146.61331,2139,Other Basic Non-Ferrous Metal Manufacturing,"Processing of ore through roasting, ammonia leach and solvent extraction processes to produce high grade nickel and cobalt products.",Zinc and compounds,On-site tailings storage,284232,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020MIM001,MOUNT ISA MINES LTD,Mount Isa Mines,RAILWAY AV,Mount Isa,QLD,4825,-20.72838,139.483758,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",Mining: Copper/Lead/Zinc Concentrating: Copper/Zinc/Lead Smelting: Copper/Lead,Antimony & compounds,On-site underground injection,25701.91,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020MIM001,MOUNT ISA MINES LTD,Mount Isa Mines,RAILWAY AV,Mount Isa,QLD,4825,-20.72838,139.483758,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",Mining: Copper/Lead/Zinc Concentrating: Copper/Zinc/Lead Smelting: Copper/Lead,Antimony & compounds,On-site tailings storage,127.1243,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020MIM001,MOUNT ISA MINES LTD,Mount Isa Mines,RAILWAY AV,Mount Isa,QLD,4825,-20.72838,139.483758,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",Mining: Copper/Lead/Zinc Concentrating: Copper/Zinc/Lead Smelting: Copper/Lead,Antimony & compounds,On-site landfill,5981.404,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020MIM001,MOUNT ISA MINES LTD,Mount Isa Mines,RAILWAY AV,Mount Isa,QLD,4825,-20.72838,139.483758,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",Mining: Copper/Lead/Zinc Concentrating: Copper/Zinc/Lead Smelting: Copper/Lead,Arsenic & compounds,On-site underground injection,1878395,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020MIM001,MOUNT ISA MINES LTD,Mount Isa Mines,RAILWAY AV,Mount Isa,QLD,4825,-20.72838,139.483758,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",Mining: Copper/Lead/Zinc Concentrating: Copper/Zinc/Lead Smelting: Copper/Lead,Arsenic & compounds,On-site tailings storage,168.7958,Y,Y,N,N,N,N
