jurisdiction,year,data_start_date,data_end_date,first_published_date,last_updated_date,sub_threshold,jurisdiction_facility_id,registered_business_name,facility_name,site_address_street,site_address_suburb,site_address_state,site_address_postcode,site_latitude,site_longitude,ANZSIC code,ANZSIC name,main_activities,substance,destination,quantity_in_kg,mandatory_destination,mass_balance_estimation,engineering_calculations_estimation,direct_measurement_estimation,emission_factors_estimation,approved_alternative_estimation
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Zinc and compounds,On-site long term waste storage,32400,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q049OST003,ONESTEEL REINFORCING PTY LIMITED,OneSteel Reinforcing Bradman Street,220 Bradman St,Acacia Ridge,QLD,4110,-27.587222,153.038611,2229,Other Structural Metal Product Manufacturing,Steel product manufacturing.,Chromium (III) compounds,Off-site landfill,16.1,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q049OST003,ONESTEEL REINFORCING PTY LIMITED,OneSteel Reinforcing Bradman Street,220 Bradman St,Acacia Ridge,QLD,4110,-27.587222,153.038611,2229,Other Structural Metal Product Manufacturing,Steel product manufacturing.,Copper & compounds,Off-site landfill,2.3,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q049OST003,ONESTEEL REINFORCING PTY LIMITED,OneSteel Reinforcing Bradman Street,220 Bradman St,Acacia Ridge,QLD,4110,-27.587222,153.038611,2229,Other Structural Metal Product Manufacturing,Steel product manufacturing.,Manganese & compounds,Off-site landfill,372.3,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q049OST003,ONESTEEL REINFORCING PTY LIMITED,OneSteel Reinforcing Bradman Street,220 Bradman St,Acacia Ridge,QLD,4110,-27.587222,153.038611,2229,Other Structural Metal Product Manufacturing,Steel product manufacturing.,Zinc and compounds,Off-site landfill,1.2,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC012,QGC PTY LIMITED,ATP676,Warrego Hwy,Via Miles,QLD,4415,-26.67685,150.37107,0700,Oil and Gas Extraction,Oil and Gas Extraction and Gas Supply,Carbon monoxide,Off-site destruction,0,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC012,QGC PTY LIMITED,ATP676,Warrego Hwy,Via Miles,QLD,4415,-26.67685,150.37107,0700,Oil and Gas Extraction,Oil and Gas Extraction and Gas Supply,Sulfur dioxide,Off-site destruction,0,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL029,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Terminal Lytton,TANKER ST OFF PORT DR,Lytton,QLD,4178,-27.416,153.1628,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Benzene,Off-site treatment (leading to mandatory destination),0.08,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL029,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Terminal Lytton,TANKER ST OFF PORT DR,Lytton,QLD,4178,-27.416,153.1628,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Cumene (1-methylethylbenzene),Off-site treatment (leading to mandatory destination),0.03,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL029,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Terminal Lytton,TANKER ST OFF PORT DR,Lytton,QLD,4178,-27.416,153.1628,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Cyclohexane,Off-site treatment (leading to mandatory destination),0.03,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL029,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Terminal Lytton,TANKER ST OFF PORT DR,Lytton,QLD,4178,-27.416,153.1628,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Ethylbenzene,Off-site treatment (leading to mandatory destination),0.25,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL029,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Terminal Lytton,TANKER ST OFF PORT DR,Lytton,QLD,4178,-27.416,153.1628,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,n-Hexane,Off-site treatment (leading to mandatory destination),0.03,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL029,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Terminal Lytton,TANKER ST OFF PORT DR,Lytton,QLD,4178,-27.416,153.1628,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Toluene (methylbenzene),Off-site treatment (leading to mandatory destination),0.25,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL029,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Terminal Lytton,TANKER ST OFF PORT DR,Lytton,QLD,4178,-27.416,153.1628,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Xylenes (individual or mixed isomers),Off-site treatment (leading to mandatory destination),0.9,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL031,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Cairns JUHI Airport,LOT 1 AIRPORT RD,Cairns,QLD,4870,-16.895141,145.757754,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Cumene (1-methylethylbenzene),Off-site treatment (leading to mandatory destination),0.06,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL031,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Cairns JUHI Airport,LOT 1 AIRPORT RD,Cairns,QLD,4870,-16.895141,145.757754,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,n-Hexane,Off-site treatment (leading to mandatory destination),0.04,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL031,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Cairns JUHI Airport,LOT 1 AIRPORT RD,Cairns,QLD,4870,-16.895141,145.757754,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Toluene (methylbenzene),Off-site treatment (leading to mandatory destination),0.34,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL031,CALTEX AUSTRALIA PETROLEUM PTY LTD,Caltex Cairns JUHI Airport,LOT 1 AIRPORT RD,Cairns,QLD,4870,-16.895141,145.757754,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Xylenes (individual or mixed isomers),Off-site treatment (leading to mandatory destination),0.92,Y,N,Y,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Antimony & compounds,Off-site landfill,36.42,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Arsenic & compounds,Off-site landfill,9.17,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Cadmium & compounds,Off-site landfill,9.68,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Chromium (III) compounds,Off-site landfill,95.76,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Copper & compounds,Off-site landfill,71.57,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Mercury & compounds,Off-site landfill,0.04,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Nickel & compounds,Off-site landfill,5.76,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Selenium & compounds,Off-site landfill,1.02,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BMA001,BM ALLIANCE COAL OPERATIONS PTY LTD,Daunia Mine,Poitrel Millenium Access Road,Via Peak Downs Highway,QLD,4774,-22.043056,148.2675,0600,Coal Mining,Mining and processing of black coal by open cut methods,Zinc and compounds,Off-site landfill,333.63,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q075COP001,COPPER REFINERIES P/L,GlencoreXstrata Copper - Townsville Operations,HUNTER ST,Stuart,QLD,4811,-19.340132,146.85109,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",ELECTRO-REFINING OF COPPER,Arsenic & compounds,Off-site long term waste storage,200674.66,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q075COP001,COPPER REFINERIES P/L,GlencoreXstrata Copper - Townsville Operations,HUNTER ST,Stuart,QLD,4811,-19.340132,146.85109,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",ELECTRO-REFINING OF COPPER,Arsenic & compounds,Off-site landfill,253.2,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q075COP001,COPPER REFINERIES P/L,GlencoreXstrata Copper - Townsville Operations,HUNTER ST,Stuart,QLD,4811,-19.340132,146.85109,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",ELECTRO-REFINING OF COPPER,Copper & compounds,Off-site landfill,2428.76,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q075COP001,COPPER REFINERIES P/L,GlencoreXstrata Copper - Townsville Operations,HUNTER ST,Stuart,QLD,4811,-19.340132,146.85109,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",ELECTRO-REFINING OF COPPER,Lead & compounds,Off-site landfill,22791.54,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q075COP001,COPPER REFINERIES P/L,GlencoreXstrata Copper - Townsville Operations,HUNTER ST,Stuart,QLD,4811,-19.340132,146.85109,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",ELECTRO-REFINING OF COPPER,Nickel & compounds,Off-site long term waste storage,83229.12,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q075COP001,COPPER REFINERIES P/L,GlencoreXstrata Copper - Townsville Operations,HUNTER ST,Stuart,QLD,4811,-19.340132,146.85109,2133,"Copper, Silver, Lead and Zinc Smelting and Refining",ELECTRO-REFINING OF COPPER,Sulfuric acid,Off-site reprocessing,2210195.52,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ011,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,Lowood WTP,Reservoir Road,Lowood,QLD,4311,-27.47513056,152.5825167,2811,Water Supply,Water reservoir operation,Total Nitrogen,On-site landfill,2040,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ011,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,Lowood WTP,Reservoir Road,Lowood,QLD,4311,-27.47513056,152.5825167,2811,Water Supply,Water reservoir operation,Total Phosphorus,On-site landfill,498,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Antimony & compounds,On-site underground injection,158920.9,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Antimony & compounds,On-site tailings storage,129393.12,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Antimony & compounds,On-site long term waste storage,18.18,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Arsenic & compounds,On-site underground injection,2016114.11,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Arsenic & compounds,On-site tailings storage,1641516.64,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Arsenic & compounds,On-site long term waste storage,19.39,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Beryllium & compounds,On-site underground injection,2025.46,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Beryllium & compounds,On-site tailings storage,1649.13,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Cadmium & compounds,On-site underground injection,42067.3,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Cadmium & compounds,On-site tailings storage,34251.12,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Cadmium & compounds,On-site long term waste storage,6.4,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Chromium (III) compounds,On-site underground injection,29602.91,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Chromium (III) compounds,On-site tailings storage,24102.64,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Chromium (III) compounds,On-site long term waste storage,4.83,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Copper & compounds,On-site underground injection,155804.8,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Copper & compounds,On-site tailings storage,126856,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Copper & compounds,On-site long term waste storage,71.29,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Fluoride compounds,On-site underground injection,54375875.2,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Fluoride compounds,On-site tailings storage,44272744,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Lead & compounds,On-site underground injection,11841164.8,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Mine,MCKINLAY-BOULIA RD TREPELL STATION; NW OF,Middleton,QLD,4735,-21.859906,140.914249,0807,Silver-Lead-Zinc Ore Mining,Mining silver/lead and zinc ore from underground mine. Producing lead and zinc concentrates by flotation. Transporting concentrates to rail siding.,Lead & compounds,On-site tailings storage,9641056,Y,N,N,N,Y,N
