jurisdiction,year,data_start_date,data_end_date,first_published_date,last_updated_date,sub_threshold,jurisdiction_facility_id,registered_business_name,facility_name,site_address_street,site_address_suburb,site_address_state,site_address_postcode,site_latitude,site_longitude,ANZSIC code,ANZSIC name,main_activities,substance,destination,quantity_in_kg
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058GOL002,GOLD COAST CITY COUNCIL,Reedy Creek Landfill,Bermuda Street,Reedy Creek,QLD,4227,-28.10819444,153.4192667,2921,Waste Treatment and Disposal Services,Landfill,"1,1,2-Trichloroethane",Air Total,0.081705095
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058GOL002,GOLD COAST CITY COUNCIL,Reedy Creek Landfill,Bermuda Street,Reedy Creek,QLD,4227,-28.10819444,153.4192667,2921,Waste Treatment and Disposal Services,Landfill,Total Volatile Organic Compounds,Air Total,169.9274427
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Chromium (III) compounds,Air Total,90.5
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Cyclohexane,Air Total,0.00185
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Ethylbenzene,Air Total,184.00196
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Copper & compounds,Air Total,38.8
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Cumene (1-methylethylbenzene),Air Total,0.00848
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Formaldehyde (methyl aldehyde),Air Total,186000
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,n-Hexane,Air Total,3890.00283
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Lead & compounds,Air Total,45
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Mercury & compounds,Air Total,0.0776
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Nickel & compounds,Air Total,64.7
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Carbon monoxide,Air Total,4778600
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Cadmium & compounds,Air Total,0.453
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Sulfur dioxide,Air Total,3550.8
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Fluoride compounds,Air Total,259
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Xylenes (individual or mixed isomers),Air Total,771.00511
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Beryllium & compounds,Air Total,0.388
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Toluene (methylbenzene),Air Total,1660.00522
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Particulate Matter 2.5 um,Air Total,55820
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Polycyclic aromatic hydrocarbons (B[a]Peq),Air Total,1.192
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Particulate Matter 10.0 um,Air Total,487100
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Oxides of Nitrogen,Air Total,4282200
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Acetaldehyde,Air Total,29400
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Arsenic & compounds,Air Total,7.76
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Benzene,Air Total,1680.37
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012QGC015,QCLNG OPERATING COMPANY PTY LTD,Curtis Island LNG Plant,Pioneer Rd,Curtis Island,QLD,4680,-23.76936,151.19882,1811,Industrial Gas Manufacturing,LNG Manufacturing,Total Volatile Organic Compounds,Air Total,621800
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL009,CALTEX PETROLEUM SERVICES PTY LTD,Caltex Depot Goondiwindi t/as Caltex Energy QLD,OLD CUNNINGHAM HWY,Goondiwindi,QLD,4390,-28.533417,150.319038,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,n-Hexane,Air Total,43.6
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL009,CALTEX PETROLEUM SERVICES PTY LTD,Caltex Depot Goondiwindi t/as Caltex Energy QLD,OLD CUNNINGHAM HWY,Goondiwindi,QLD,4390,-28.533417,150.319038,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Ethylbenzene,Air Total,4.9
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL009,CALTEX PETROLEUM SERVICES PTY LTD,Caltex Depot Goondiwindi t/as Caltex Energy QLD,OLD CUNNINGHAM HWY,Goondiwindi,QLD,4390,-28.533417,150.319038,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Cumene (1-methylethylbenzene),Air Total,12.1
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL009,CALTEX PETROLEUM SERVICES PTY LTD,Caltex Depot Goondiwindi t/as Caltex Energy QLD,OLD CUNNINGHAM HWY,Goondiwindi,QLD,4390,-28.533417,150.319038,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Benzene,Air Total,19.7
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL009,CALTEX PETROLEUM SERVICES PTY LTD,Caltex Depot Goondiwindi t/as Caltex Energy QLD,OLD CUNNINGHAM HWY,Goondiwindi,QLD,4390,-28.533417,150.319038,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Xylenes (individual or mixed isomers),Air Total,15.7
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL009,CALTEX PETROLEUM SERVICES PTY LTD,Caltex Depot Goondiwindi t/as Caltex Energy QLD,OLD CUNNINGHAM HWY,Goondiwindi,QLD,4390,-28.533417,150.319038,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Toluene (methylbenzene),Air Total,28.7
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL009,CALTEX PETROLEUM SERVICES PTY LTD,Caltex Depot Goondiwindi t/as Caltex Energy QLD,OLD CUNNINGHAM HWY,Goondiwindi,QLD,4390,-28.533417,150.319038,3321,Petroleum Product Wholesaling,Petroleum Product Wholesaling,Total Volatile Organic Compounds,Air Total,3647.2
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL036,CALTEX PETROLEUM SERVICES PTY LTD,Rocklea Depot t/as Caltex Energy QLD,61 ASHOVER RD,Rocklea,QLD,4106,-27.561008,153.007646,3321,Petroleum Product Wholesaling,Petroleum Product wholesaling,Ethylbenzene,Air Total,1.9
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL036,CALTEX PETROLEUM SERVICES PTY LTD,Rocklea Depot t/as Caltex Energy QLD,61 ASHOVER RD,Rocklea,QLD,4106,-27.561008,153.007646,3321,Petroleum Product Wholesaling,Petroleum Product wholesaling,Toluene (methylbenzene),Air Total,5.2
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL036,CALTEX PETROLEUM SERVICES PTY LTD,Rocklea Depot t/as Caltex Energy QLD,61 ASHOVER RD,Rocklea,QLD,4106,-27.561008,153.007646,3321,Petroleum Product Wholesaling,Petroleum Product wholesaling,Xylenes (individual or mixed isomers),Air Total,5.2
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL036,CALTEX PETROLEUM SERVICES PTY LTD,Rocklea Depot t/as Caltex Energy QLD,61 ASHOVER RD,Rocklea,QLD,4106,-27.561008,153.007646,3321,Petroleum Product Wholesaling,Petroleum Product wholesaling,Total Volatile Organic Compounds,Air Total,287.1
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q022CAL036,CALTEX PETROLEUM SERVICES PTY LTD,Rocklea Depot t/as Caltex Energy QLD,61 ASHOVER RD,Rocklea,QLD,4106,-27.561008,153.007646,3321,Petroleum Product Wholesaling,Petroleum Product wholesaling,Cumene (1-methylethylbenzene),Air Total,8.3
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Ethylbenzene,Air Total,3.07
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Formaldehyde (methyl aldehyde),Air Total,9363.44
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Cadmium & compounds,Air Total,2.97
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Boron & compounds,Air Total,148.74
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Beryllium & compounds,Air Total,2.97
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Carbon monoxide,Air Total,215164.97
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Benzene,Air Total,52.76
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Lead & compounds,Air Total,62.58
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Hydrogen sulfide,Air Total,0
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Cobalt & compounds,Air Total,5.95
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",n-Hexane,Air Total,4.35
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Fluoride compounds,Air Total,378.15
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Toluene (methylbenzene),Air Total,28.1
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Zinc and compounds,Air Total,93.37
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Xylenes (individual or mixed isomers),Air Total,22.16
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Total Volatile Organic Compounds,Air Total,55954.45
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Chromium (III) compounds,Air Total,5.95
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Sulfur dioxide,Air Total,653.75
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Selenium & compounds,Air Total,2.56
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Polycyclic aromatic hydrocarbons (B[a]Peq),Air Total,15.26
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Particulate Matter 10.0 um,Air Total,1904140.49
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Oxides of Nitrogen,Air Total,681353.81
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Nickel & compounds,Air Total,5.95
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Acetaldehyde,Air Total,38.62
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Cumene (1-methylethylbenzene),Air Total,13.58
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Antimony & compounds,Air Total,3.16
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Particulate Matter 2.5 um,Air Total,68381.27
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Cyclohexane,Air Total,2.82
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Copper & compounds,Air Total,93.03
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Manganese & compounds,Air Total,107.04
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Mercury & compounds,Air Total,0.3
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Arsenic & compounds,Air Total,7.78
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q086ILB095,WOODLANDS ENTERPRISES PTY LTD,Broiler Farm 15,89 Murphys Road,Beerburrum,QLD,4517,-26.976389,153.009167,0171,Poultry Farming (Meat),Poultry Farming (Meat),Ammonia (total),Air Total,35070
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q042QRL008,AURIZON OPERATIONS LIMITED,Mount Isa Rail Fuelling Facility,Railway Avenue,Mount Isa,QLD,4825,-20.7184,139.4843,4710,Rail Freight Transport,Locomotive fuelling,Cumene (1-methylethylbenzene),Air Total,0.82295004
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q042QRL008,AURIZON OPERATIONS LIMITED,Mount Isa Rail Fuelling Facility,Railway Avenue,Mount Isa,QLD,4825,-20.7184,139.4843,4710,Rail Freight Transport,Locomotive fuelling,Total Volatile Organic Compounds,Air Total,39.98137846
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019ERG025,ERGON ENERGY CORPORATION LIMITED,Yam Island,ERGON ENERGY FACILITY,Yam Island,QLD,4875,-9.900556,142.770833,2611,Fossil Fuel Electricity Generation,"Isolated power station, Diesel Internal Combusion Engines, for the production of electricity",Carbon monoxide,Air Total,5792.7
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019ERG025,ERGON ENERGY CORPORATION LIMITED,Yam Island,ERGON ENERGY FACILITY,Yam Island,QLD,4875,-9.900556,142.770833,2611,Fossil Fuel Electricity Generation,"Isolated power station, Diesel Internal Combusion Engines, for the production of electricity",Particulate Matter 2.5 um,Air Total,1849.21
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019ERG025,ERGON ENERGY CORPORATION LIMITED,Yam Island,ERGON ENERGY FACILITY,Yam Island,QLD,4875,-9.900556,142.770833,2611,Fossil Fuel Electricity Generation,"Isolated power station, Diesel Internal Combusion Engines, for the production of electricity",Sulfur dioxide,Air Total,298.01
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019ERG025,ERGON ENERGY CORPORATION LIMITED,Yam Island,ERGON ENERGY FACILITY,Yam Island,QLD,4875,-9.900556,142.770833,2611,Fossil Fuel Electricity Generation,"Isolated power station, Diesel Internal Combusion Engines, for the production of electricity",Total Volatile Organic Compounds,Air Total,1980.136
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019ERG025,ERGON ENERGY CORPORATION LIMITED,Yam Island,ERGON ENERGY FACILITY,Yam Island,QLD,4875,-9.900556,142.770833,2611,Fossil Fuel Electricity Generation,"Isolated power station, Diesel Internal Combusion Engines, for the production of electricity",Oxides of Nitrogen,Air Total,26921.21
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019ERG025,ERGON ENERGY CORPORATION LIMITED,Yam Island,ERGON ENERGY FACILITY,Yam Island,QLD,4875,-9.900556,142.770833,2611,Fossil Fuel Electricity Generation,"Isolated power station, Diesel Internal Combusion Engines, for the production of electricity",Particulate Matter 10.0 um,Air Total,1893.77
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Chlorine & compounds,Air Total,23.3
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Cadmium & compounds,Air Total,9.84415
