TotalCars,Size,State,Suburb,lat,lng,CarsPerSQKM
9118,6.9346,Victoria,Coburg, 144.964244,-37.744903,1314.8559397802326
2210,2521.1544,Tasmania,Deloraine, 146.326539,-41.649516,0.8765825686836157
897,11387.2463,South Australia,Le Hunte - Elliston, 135.254582,-33.281060,0.07877233673254261
1139,24.2329,New South Wales,Broulee - Tomakin, 150.154521,-35.845969,47.002215995609276
1462,3008.575,Victoria,St Arnaud, 143.122738,-36.676719,0.48594434242124596
5819,23.2077,Victoria,Mount Eliza, 145.095732,-38.193649,250.73574718735594
3533,6.8866,Queensland,Parrearra - Warana, 153.122852,-26.718943,513.0252955014086
6872,7.2919,Victoria,Camberwell, 145.076622,-37.835889,942.4155569878907
2722,110.7146,New South Wales,Austral - Greendale, 150.738758,-33.917126,24.58573665984432
2545,44.3104,South Australia,Munno Para West - Angle Vale, 138.646743,-34.648124,57.435726150068604
1783,447.9915,Victoria,Lorne - Anglesea, 144.029851,-38.448200,3.9799862274172617
1788,1.6584,Queensland,Newmarket, 153.007403,-27.435041,1078.147612156295
1396,7480.8607,Western Australia,Brookton, 117.149718,-32.482760,0.18660954347138156
1363,1.4512,Northern Territory,Nightcliff, 130.848572,-12.382817,939.2227122381477
5419,8.3213,South Australia,Paralowie, 138.607807,-34.757087,651.2203622030211
5528,31.3003,South Australia,Salisbury North, 138.627322,-34.725582,176.61172576620672
0,3.3549,Victoria,Essendon Airport, 144.900009,-37.724360,0.0
6,24.9843,Northern Territory,Palmerston - South, 130.957978,-12.514547,0.2401508147116389
6538,10.4394,Victoria,Wheelers Hill, 145.182884,-37.907333,626.2812039006074
2380,6.4376,New South Wales,Avoca Beach - Copacabana, 151.427207,-33.473198,369.7029949049335
2563,3568.2177,Victoria,Gannawarra, 143.612361,-35.732115,0.7182857705122644
1749,16.8069,Queensland,Lakes Creek, 150.563798,-23.371848,104.06440212055763
5388,5.6198,Victoria,Yarraville, 144.882694,-37.818284,958.7529805331151
6683,8.6855,New South Wales,Mount Druitt - Whalan, 150.814139,-33.765078,769.4433250820333
3968,3.8983,Western Australia,Mount Hawthorn - Leederville, 115.835018,-31.922380,1017.8795885385938
1782,3.1046,Australian Capital Territory,Chisholm, 149.122853,-35.421847,573.986987051472
5843,30.2094,Victoria,Mount Martha, 145.032246,-38.273781,193.4166186683615
2253,7.7021,New South Wales,Narara, 151.334500,-33.395281,292.5176250632944
3734,15.0443,Western Australia,Kelmscott, 116.024336,-32.111751,248.20031506949476
2314,6668.7212,Victoria,Towong, 147.602588,-36.365874,0.3469930636776358
3346,101.1998,Western Australia,McKail - Willyung, 117.869432,-34.947768,33.06330644922223
6748,3.7047,New South Wales,Drummoyne - Rodd Point, 151.151091,-33.855419,1821.4700245633926
1245,47.346,Queensland,Rochedale - Burbank, 153.143399,-27.567326,26.295780002534535
1496,922.0812,Victoria,Golden Plains - North, 143.569597,-37.798367,1.6224167676339134
1633,4.3818,Queensland,Coopers Plains, 153.036486,-27.566402,372.6778949290246
1606,2.6919,Queensland,Hendra, 153.069798,-27.417598,596.6046287009176
6280,6.6869,South Australia,Toorak Gardens, 138.642150,-34.937191,939.1496807190179
1367,4.0281,Tasmania,Invermay, 147.130521,-41.420967,339.36595417194206
3999,796.523,Victoria,Churchill, 146.401833,-38.373404,5.020570655210207
1978,4.8079,Australian Capital Territory,Curtin, 149.075917,-35.325473,411.40622725098274
3828,6.1989,Queensland,Cairns City, 145.767994,-16.920438,617.5289164206553
5017,5.702,South Australia,Lockleys, 138.536872,-34.924826,879.8667134338829
1247,2.2966,Australian Capital Territory,Franklin, 149.143496,-35.197892,542.9765740660106
2007,3.8922,Australian Capital Territory,Calwell, 149.106389,-35.442856,515.6466779713273
4192,10.453,Queensland,Golden Beach - Pelican Waters, 153.103015,-26.834758,401.0331962116139
3056,4.5202,Western Australia,Coolbellup, 115.809104,-32.084097,676.0762798106279
5908,9.9106,New South Wales,Doonside - Woodcroft, 150.871181,-33.767369,596.1293968074586
7876,32.0374,Victoria,Geelong West - Hamlyn Heights, 144.300324,-38.126104,245.83767721475527
6565,8.9253,South Australia,Richmond (SA), 138.564894,-34.927148,735.5495053387561
6695,4.7923,New South Wales,West Ryde - Meadowbank, 151.086291,-33.808656,1397.0327400204494
3676,1648.7359,Queensland,Nanango, 151.873848,-26.764529,2.229586921713781
6114,6.2087,Victoria,Box Hill North, 145.123145,-37.803792,984.7472095607776
3602,6.2522,Western Australia,Hillarys, 115.743830,-31.808919,576.1172067432263
864,130.5659,Queensland,Ripley, 152.816209,-27.695419,6.617348021190832
2459,7.1682,New South Wales,Albion Park Rail, 150.790689,-34.561649,343.04288384810695
3132,6.3079,Queensland,Clontarf, 153.082261,-27.248136,496.5202365287972
3960,3.1187,New South Wales,Pagewood - Hillsdale - Daceyville, 151.216965,-33.941410,1269.7598358290313
1610,4067.2349,New South Wales,Singleton Region, 151.025192,-32.645816,0.39584632793153895
5714,128.2408,Victoria,Wyndham Vale, 144.530950,-37.841391,44.556802515268146
4258,53.2922,Western Australia,Maddington - Orange Grove - Martin, 116.019760,-32.055861,79.8991221979952
1321,55.1274,Tasmania,Waverley - St Leonards, 147.231866,-41.452137,23.962675547912653
8683,10.2384,Western Australia,Rivervale - Kewdale - Cloverdale, 115.933791,-31.967168,848.0817315205501
1678,27.8463,New South Wales,Tuggerah - Kangy Angy, 151.410947,-33.304927,60.25935222991924
7221,118.2251,New South Wales,Sawtell - Boambee, 153.027387,-30.381611,61.07840044119227
2537,2.9963,Queensland,Miami, 153.435189,-28.069043,846.7109434969796
2402,4.4196,Western Australia,Floreat, 115.792985,-31.937780,543.4880984704498
6961,76.7139,South Australia,Gawler - South, 138.762979,-34.610631,90.73974859836353
4176,2.8616,Victoria,Elsternwick, 145.006528,-37.888909,1459.3234554095611
3664,252.652,New South Wales,Narooma - Bermagui, 150.071181,-36.272343,14.50216107531308
5629,6.4409,Queensland,Sunnybank Hills, 153.051743,-27.597306,873.9461876445838
6448,5.9332,New South Wales,Northmead, 150.992355,-33.795172,1086.7659947414547
3683,2.9543,Queensland,Greenslopes, 153.049420,-27.505997,1246.6574146159835
5667,7.5755,Western Australia,Victoria Park - Lathlain - Burswood, 115.897049,-31.968648,748.0694343607682
4246,8.6057,New South Wales,Avalon - Palm Beach, 151.323820,-33.598426,493.3939133365095
8357,119.5048,New South Wales,Bathurst, 149.549497,-33.391997,69.93024547967947
3191,8.2426,Victoria,Kilsyth, 145.322105,-37.820321,387.13512726566864
1821,2.7554,Australian Capital Territory,Florey, 149.047935,-35.226803,660.8840821659287
3141,59.2573,New South Wales,Beresfield - Hexham, 151.660680,-32.826701,53.00612751509097
5253,3.6039,New South Wales,Lilyfield - Rozelle, 151.166461,-33.866216,1457.5876134187963
2475,7.2839,Queensland,Sunshine Beach, 153.100114,-26.418097,339.7904968492154
2050,4.9631,Queensland,Park Avenue, 150.510997,-23.360811,413.048296427636
1880,1691.121,South Australia,Grant, 140.673286,-37.939511,1.111688637300347
606,1.0865,Australian Capital Territory,Oxley (ACT), 149.078932,-35.409154,557.7542567878509
2727,373.1113,Victoria,Bunyip - Garfield, 145.640426,-38.087348,7.3088110705840315
2636,16.7316,New South Wales,Niagara Park - Lisarow, 151.380493,-33.386801,157.54620000478138
3348,6.9676,Queensland,Crestmead, 153.082792,-27.684766,480.50978816235147
1976,63.5182,Queensland,Wulguru - Roseneath, 146.872526,-19.324348,31.10919390033093
2177,8.9794,Queensland,Daisy Hill, 153.154489,-27.627505,242.44381584515668
765,1.3178,Northern Territory,Anula, 130.890516,-12.390275,580.5129761724086
4978,18.9445,Queensland,Wilsonton, 151.923940,-27.525300,262.7675578663992
4917,4.9926,New South Wales,Arncliffe - Bardwell Valley, 151.143824,-33.936488,984.8575892320633
1075,1.5977,Northern Territory,Woodroffe, 130.980704,-12.503226,672.8422106778495
4,6.4045,Western Australia,Malaga, 115.897544,-31.856843,0.6245608556483723
1235,2281.8814,South Australia,Wattle Range, 140.277335,-37.443219,0.5412200651620194
3141,8.2521,Queensland,Rangeville, 151.987845,-27.584942,380.6303849929109
5480,5.7026,Victoria,Surrey Hills (West) - Canterbury, 145.083823,-37.824841,960.9651737803808
4726,7.6829,Queensland,Eight Mile Plains, 153.087916,-27.578418,615.1323068112301
5187,25.1483,New South Wales,Unanderra - Mount Kembla, 150.828356,-34.434936,206.25648652195179
2240,3.4032,Queensland,Chermside West, 153.012619,-27.383565,658.2040432534086
0,93.8744,Victoria,Lake King, 147.730463,-37.888604,0.0
5301,35.3303,South Australia,Aldinga, 138.470087,-35.290072,150.0411827807859
2897,3.3694,Queensland,Kelvin Grove - Herston, 153.017627,-27.450209,859.7969964978928
1967,1559.8561,Western Australia,Donnybrook - Balingup, 115.997103,-33.702173,1.2610137563330361
3103,3603.4369,New South Wales,Wellington, 148.920947,-32.589549,0.8611223357345317
2537,29.9822,New South Wales,Lemon Tree Passage - Tanilba Bay, 151.990332,-32.751412,84.61687267778882
1742,81.4359,New South Wales,Yarramundi - Londonderry, 150.748399,-33.652452,21.391057260986862
1366,50.4255,Queensland,Branyan - Kensington, 152.288243,-24.916638,27.089468622026555
1796,553.3638,Victoria,Myrtleford, 146.818746,-36.561203,3.2456044287681993
4675,18.009,Western Australia,Huntingdale - Southern River, 115.955645,-32.098671,259.5924260092176
2139,2753.3276,Victoria,Mount Baw Baw Region, 146.139442,-37.877275,0.7768781310295222
4619,3.9804,New South Wales,Newcastle - Cooks Hill, 151.772534,-32.929970,1160.436137071651
1791,2.5872,Australian Capital Territory,Amaroo, 149.127409,-35.168832,692.2541743970315
1800,14.6561,South Australia,Renmark, 140.749964,-34.162897,122.81575589686206
7290,7.9681,Victoria,Mordialloc - Parkdale, 145.088774,-37.997023,914.8981563986396
2762,53.8539,Queensland,Bundaberg North - Gooburrum, 152.326437,-24.832393,51.28690772627423
1223,1514.5096,South Australia,Penola, 140.791489,-37.386080,0.8075221180506218
1379,11841.615,Queensland,Miles - Wandoan, 150.073406,-26.463114,0.1164537100724859
0,295.3659,Queensland,Cape Conway, 148.777793,-20.410873,0.0
1103,4.8606,Australian Capital Territory,Red Hill (ACT), 149.120298,-35.332753,226.92671686623052
1908,1889.6919,Queensland,Esk, 152.469480,-27.209777,1.0096884047605856
1347,51.1683,Queensland,Rockhampton City, 150.541419,-23.415758,26.32489256043292
5652,6.6271,Victoria,Mitcham (Vic.), 145.199721,-37.816949,852.8617343936261
3373,3.7856,Victoria,Watsonia, 145.084799,-37.703728,891.0080304311074
3474,6121.2107,Victoria,Glenelg (Vic.), 141.420200,-37.867007,0.5675347852345616
1396,33100.6655,Northern Territory,Alligator, 131.643367,-12.925573,0.042174378639003494
1546,1440.2176,Victoria,Bendigo Region - North, 144.336468,-36.590321,1.0734489010549517
1181,13922.8975,New South Wales,Hay, 144.580278,-33.649610,0.08482429752858556
1378,968.4596,Victoria,Rosedale, 146.796873,-38.158963,1.4228781458720632
6299,10.7696,South Australia,Salisbury, 138.634771,-34.771283,584.8870895854999
1281,588.6193,Western Australia,Serpentine - Jarrahdale, 116.043650,-32.381339,2.176279303108138
2882,11.6997,Victoria,Moorabbin - Heatherton, 145.089291,-37.952639,246.33110250690189
7326,40.9147,Victoria,Kangaroo Flat - Golden Square, 144.240656,-36.807638,179.0554495083674
6,481.5078,Victoria,Wilsons Promontory, 146.351381,-38.957320,0.01246085733190615
1723,88.7598,Tasmania,Brighton - Pontville, 147.295261,-42.699958,19.411940991304622
5251,76.0423,New South Wales,Tamworth - North, 150.952488,-31.085438,69.05367144339401
1448,19.2137,Queensland,Karalee - Barellan Point, 152.825307,-27.558671,75.36289210303065
4804,3.6728,Queensland,Nundah, 153.063289,-27.400047,1307.993901110869
3517,5.6629,Queensland,Paradise Point - Hollywell, 153.391594,-27.889229,621.0598809797101
3655,8043.8635,New South Wales,Mudgee Region - West, 149.647018,-32.423059,0.45438364288503896
3771,11.7136,Western Australia,Midland - Guildford, 116.006321,-31.893902,321.933479032919
4387,9.2762,South Australia,Hallett Cove, 138.510480,-35.074308,472.93072594381323
5557,54.1038,South Australia,Mount Barker, 138.865994,-35.067125,102.70997600907884
3351,55.6519,Victoria,Belgrave - Selby, 145.351727,-37.936833,60.21357761370232
3276,1709.8149,Western Australia,Collie, 116.170393,-33.273534,1.9159968719421032
5370,5.6083,Victoria,Brighton East, 145.019210,-37.916238,957.5094057022627
3890,13.5274,South Australia,Woodcroft, 138.571528,-35.108382,287.5644987211142
1982,34.1608,Victoria,Delacombe, 143.784075,-37.585864,58.01971850776328
1712,101.8248,Victoria,Merbein, 142.043095,-34.186448,16.813192856750025
3414,118.1151,New South Wales,Moss Vale - Berrima, 150.345536,-34.523360,28.9040097328792
5846,20.3512,Western Australia,Madeley - Darch - Landsdale, 115.850451,-31.802312,287.2557883564606
3471,53.0453,Queensland,Innisfail, 146.028375,-17.511893,65.434637941533
3938,8.3954,Western Australia,Mandurah, 115.735888,-32.520298,469.06639350120304
1667,1263.9472,Queensland,Clifton - Greenmount, 151.927963,-27.845375,1.3188842065554636
5871,15.3908,Queensland,Rothwell - Kippa-Ring, 153.054570,-27.215009,381.46165241572885
1654,40699.7585,Queensland,Charleville, 146.603768,-26.182100,0.040639061777233886
1315,1646.3584,Victoria,Lockington - Gunbower, 144.493953,-36.187682,0.7987325238538583
6171,2.5234,New South Wales,Bondi Junction - Waverly, 151.250964,-33.898370,2445.5100261551875
2520,2.444,Victoria,Docklands, 144.943238,-37.817384,1031.0965630114567
6016,6.3895,Western Australia,Como, 115.870313,-32.002787,941.5447218092182
5247,9.5146,New South Wales,Bossley Park - Abbotsbury, 150.874973,-33.865125,551.468269816913
388,30.2554,Northern Territory,Berrimah, 130.935979,-12.429217,12.8241570099883
989,1.5889,Australian Capital Territory,Chifley, 149.077935,-35.353923,622.4431996979042
3729,4.56,Victoria,Springvale South, 145.145794,-37.972590,817.7631578947369
4026,4.0941,Queensland,Moorooka, 153.024704,-27.534756,983.3663076133948
4,3176.9624,Queensland,Shoalwater Bay, 150.397124,-22.622240,0.0012590643187971
1960,68.5552,Victoria,Monbulk - Silvan, 145.457773,-37.863269,28.590099656918806
563,1052.0676,Queensland,Northern Peninsula, 142.321166,-11.053866,0.5351367155494571
3940,83.9291,Victoria,Castlemaine, 144.241165,-37.085201,46.94438520131873
1117,101.1794,Queensland,Elimbah, 152.969903,-26.999611,11.039796638446166
3140,24.2868,New South Wales,Murwillumbah, 153.396118,-28.330520,129.2883376978441
1374,1714.2399,Victoria,Avoca, 143.334814,-37.146698,0.8015214206599671
1025,513381.5503,South Australia,Outback, 137.517191,-30.080513,0.0019965657110214232
15,75.6837,Australian Capital Territory,Tuggeranong, 149.108558,-35.498556,0.1981932701493188
5010,5.0925,New South Wales,Revesby, 151.014300,-33.950669,983.7997054491899
2768,17.0488,Queensland,Garbutt - West End, 146.771813,-19.256406,162.35746797428558
1441,16.693,Northern Territory,Charles, 133.875934,-23.683997,86.32360869825675
6087,7.2035,New South Wales,St Clair, 150.786497,-33.797940,845.0058999097661
5488,11.8807,South Australia,Craigmore - Blakeview, 138.708489,-34.686563,461.92564411187897
1173,26.6979,Queensland,Pallara - Willawong, 153.002000,-27.619216,43.936039913251605
1164,2.4467,Australian Capital Territory,Giralang, 149.097805,-35.210421,475.7428372910451
1844,287.3793,Victoria,Flinders, 145.014453,-38.384610,6.416606902445653
1500,708.198,Victoria,Yackandandah, 147.005281,-36.333128,2.1180517312954854
3034,1254.9789,Queensland,Malanda - Yungaburra, 145.608554,-17.356126,2.417570526484549
3804,5.888,Western Australia,Mullaloo - Kallaroo, 115.743632,-31.784083,646.0597826086956
5403,7.2464,New South Wales,Merewether - The Junction, 151.741973,-32.947552,745.6116140428351
6370,1.8185,Victoria,Carlton, 144.966522,-37.800118,3502.886994775914
8201,8.8806,New South Wales,Epping - North Epping, 151.079241,-33.768096,923.4736391685248
0,9.9135,Australian Capital Territory,Gooromon, 149.071274,-35.191020,0.0
3673,8.8268,Victoria,Broadmeadows, 144.920731,-37.679977,416.11909185661847
1414,2073.1701,Queensland,Townsville - South, 146.829032,-19.549306,0.6820472666473436
2402,5.9446,Queensland,Waterford West, 153.121640,-27.692697,404.06419271271403
2762,4.387,Queensland,Sunnybank, 153.060721,-27.580443,629.5874173695008
3738,12.001,South Australia,Highbury - Dernancourt, 138.720959,-34.853149,311.47404382968085
1319,1987.6714,New South Wales,Dorrigo, 152.651643,-30.202171,0.6635905713590284
882,1.5832,Australian Capital Territory,Weetangera, 149.049920,-35.250990,557.0995452248611
5297,6.7962,New South Wales,Guildford - South Granville, 151.001419,-33.862111,779.4061387245814
0,4.8501,Western Australia,Kewdale Commercial, 115.959661,-31.978382,0.0
1333,2370.7257,Queensland,Kingaroy Region - South, 151.673708,-26.608218,0.562275087328745
4045,6.6153,Western Australia,Hamilton Hill, 115.778991,-32.084515,611.461309388841
1972,76.4017,New South Wales,Culburra Beach, 150.720179,-34.900777,25.81094399731943
7672,4.6202,New South Wales,Five Dock - Abbotsford, 151.127699,-33.850482,1660.5341760096967
6291,130.7052,Victoria,Melton, 144.590297,-37.627412,48.13121436637563
2802,71.8556,Victoria,Portarlington, 144.653056,-38.155351,38.99487305095219
1636,7.9217,Tasmania,Mount Nelson - Dynnyrne, 147.314714,-42.912123,206.52132749283612
4550,3.8926,South Australia,Norwood (SA), 138.633784,-34.923893,1168.8845501721214
6895,40.587,Victoria,Highton, 144.288797,-38.176439,169.8819819153916
3359,9.5264,South Australia,Glenside - Beaumont, 138.658962,-34.960003,352.5990930466913
1931,34.4086,Victoria,Narre Warren North, 145.327638,-37.987637,56.11969100748069
6215,10.7189,Victoria,Mulgrave, 145.165063,-37.921382,579.8169588297307
3612,20.9797,New South Wales,Blue Haven - San Remo, 151.524830,-33.204586,172.1664275466284
3632,6.2815,Queensland,Taigum - Fitzgibbon, 153.039887,-27.341513,578.2058425535301
5406,6.484,Victoria,Mount Waverley - North, 145.130844,-37.865920,833.7446020974706
1221,6250.8748,New South Wales,Cooma Region, 149.161224,-36.145948,0.19533265967829017
1789,8.6993,Queensland,Oonoonba, 146.820477,-19.306637,205.648730357615
3076,13.762,Queensland,Nudgee - Banyo, 153.085941,-27.374871,223.51402412440052
2483,155.7859,South Australia,Strathalbyn, 138.858990,-35.231091,15.938541292889793
4498,3054.4099,New South Wales,Queanbeyan Region, 149.419323,-35.429992,1.4726248759212048
1750,4.1871,Queensland,Underwood, 153.112843,-27.608221,417.9503713787586
2089,4.2169,Queensland,Mount Warren Park, 153.205164,-27.730779,495.38760700988877
3965,7.8295,Western Australia,Parmelia - Orelia, 115.826546,-32.243400,506.41803435723864
1464,2.5017,Northern Territory,Leanyer, 130.899224,-12.375182,585.2020625974337
0,1121.6227,Western Australia,Stirling Range National Park, 118.053864,-34.415150,0.0
1122,375.9761,New South Wales,Tomerong - Wandandian - Woollamia, 150.534543,-35.010491,2.9842322424217924
513,303171.9242,Northern Territory,Barkly, 135.009836,-19.250400,0.001692109193005544
6006,4.6115,New South Wales,Sans Souci - Ramsgate, 151.137982,-33.992128,1302.3961834544073
2308,2.2314,Queensland,Manoora, 145.736691,-16.916568,1034.3282244330915
4227,9.2606,South Australia,Elizabeth, 138.661733,-34.739244,456.44990605360346
5706,5.0165,Western Australia,Maylands, 115.900368,-31.938440,1137.4464267915878
1690,5393.4381,New South Wales,Gilgandra, 148.588924,-31.632907,0.3133437278162143
5580,158.7232,Queensland,Warwick, 152.012654,-28.237179,35.15554121892704
6207,117.354,Victoria,Somerville, 145.171323,-38.233475,52.89125210900353
1683,2972.3813,New South Wales,Oberon, 149.769394,-33.862653,0.5662126861045721
5937,6.7241,South Australia,Largs Bay - Semaphore, 138.492031,-34.837030,882.9434422450588
6585,14.0888,Western Australia,Karrinyup - Gwelup - Carine, 115.780752,-31.865518,467.3925387541877
3125,16.9894,Victoria,Mount Evelyn, 145.385598,-37.787511,183.9382203020707
6463,25.6688,New South Wales,Coffs Harbour - North, 153.104564,-30.283104,251.78426728168048
6482,14.8505,South Australia,Salisbury East, 138.678836,-34.775173,436.48362008013197
9,1199.6495,Northern Territory,Koolpinyah, 131.166800,-12.334535,0.007502191265031995
7148,9.1645,Victoria,Glen Waverley - East, 145.180119,-37.883445,779.9661738229036
1886,64.157,Tasmania,Penguin - Sulphur Creek, 146.053049,-41.126076,29.39663637638917
2470,297.9799,Victoria,Whittlesea, 145.115370,-37.488130,8.289149704392813
5786,6.2005,South Australia,Morphettville, 138.542725,-34.981971,933.1505523748085
6722,8.8491,Victoria,Balwyn North, 145.084615,-37.790783,759.6252726265948
6423,10.3124,South Australia,Hope Valley - Modbury, 138.693406,-34.842946,622.8424033202746
3046,4.1444,Victoria,Strathmore, 144.917325,-37.726898,734.9676672135894
7709,8.2005,Victoria,Brighton (Vic.), 144.995966,-37.906044,940.0646302054753
5609,67.5734,Victoria,Wendouree - Miners Rest, 143.799645,-37.498646,83.00603491906578
2460,111.7555,Victoria,Wandin - Seville, 145.461434,-37.761854,22.01233943743261
1997,2933.8676,New South Wales,Gloucester, 151.819581,-31.887889,0.6806714795173443
2455,6.0198,Western Australia,Yangebup, 115.824071,-32.117967,407.8208578358085
6931,8.9053,New South Wales,Oyster Bay - Como - Jannali, 151.062548,-34.011285,778.300562586325
1700,2.884,Queensland,Corinda, 152.984898,-27.542260,589.4590846047157
5180,588.6014,Victoria,Lara, 144.356178,-37.946375,8.80052273066289
21,2781.9988,New South Wales,Deua - Wadbilliga, 149.731012,-36.042800,0.007548529496130624
583,1.3163,Northern Territory,Jingili, 130.872030,-12.389290,442.9081516371648
2301,34.5491,Queensland,Rockhampton - West, 150.461998,-23.396080,66.60086659276217
5089,5.9507,Queensland,Varsity Lakes, 153.409437,-28.089707,855.1935066462769
1589,13.0071,Queensland,Noosa Heads, 153.091501,-26.400086,122.16404886561955
6,2955.6801,Victoria,Alps - West, 146.819450,-37.448477,0.0020299896460378103
6017,90.6145,New South Wales,Kurri Kurri - Abermain, 151.466387,-32.803084,66.40217625214507
5943,8.5515,South Australia,West Lakes, 138.489711,-34.872972,694.9657954744781
1494,17.0626,Northern Territory,Flynn (NT), 133.841734,-23.712095,87.55992638870981
8059,41.6742,Western Australia,Wanneroo, 115.818160,-31.756088,193.3810367085631
409,71845.0771,Northern Territory,Yuendumu - Anmatjere, 132.427229,-21.746231,0.0056928048031839335
2192,9.179,Queensland,South Townsville - Railway Estate, 146.826180,-19.269286,238.8059701492537
3483,2.2197,New South Wales,Kogarah, 151.135961,-33.966320,1569.1309636437356
3469,1028.6793,Victoria,Shepparton Region - West, 145.205263,-36.410991,3.3722852204763916
1787,2.6853,Queensland,Macgregor (Qld), 153.075405,-27.566763,665.4749934830373
4704,18.1867,Victoria,Campbellfield - Coolaroo, 144.949272,-37.666437,258.6505523267003
612,129516.4673,Northern Territory,Sandover - Plenty, 135.409855,-23.201430,0.004725267857888832
7239,7.5964,New South Wales,Cabramatta - Lansvale, 150.938559,-33.899620,952.9513980306461
4910,16.4182,Queensland,Pacific Pines - Gaven, 153.320584,-27.950460,299.05836206161456
965,5.35,Northern Territory,Ludmilla - The Narrows, 130.853973,-12.415614,180.37383177570095
1068,15012.8153,Western Australia,Gnowangerup, 118.597195,-33.904725,0.0711392219685804
1971,903.2573,Victoria,Winchelsea, 144.082946,-38.283640,2.182102486190812
6104,4.9714,Western Australia,Scarborough, 115.765279,-31.896601,1227.823148408899
2919,2514.07,New South Wales,Lithgow Region, 150.049443,-33.312389,1.161065523235232
3486,2.5148,Victoria,Murrumbeena, 145.069267,-37.896080,1386.1937331000477
7214,10.1702,Victoria,Oakleigh - Huntingdale, 145.104248,-37.907452,709.3272502015693
2579,6.1218,Queensland,Bundaberg, 152.350314,-24.870678,421.28132248685023
7433,6.1552,Victoria,Malvern - Glen Iris, 145.044629,-37.855547,1207.5968286976865
1310,4.7651,Northern Territory,Palmerston - North, 130.992053,-12.481234,274.9155316782439
2586,37.5373,Queensland,Cornubia - Carbrook, 153.236216,-27.668894,68.89147594525978
7182,8.6077,Victoria,Blackburn, 145.152937,-37.816192,834.3692275520755
3370,13.1715,New South Wales,Wangi Wangi - Rathmines, 151.584450,-33.044533,255.85544546938465
2161,749.4773,New South Wales,Forster-Tuncurry Region, 152.393788,-32.237753,2.8833428310637292
3778,59.3881,Queensland,Redlynch, 145.690053,-16.906814,63.61543810965496
143,13.7163,Other Territories,Cocos (Keeling) Islands, 96.840379,-12.201432,10.425552080371528
5109,5.22,Queensland,Kedron - Gordon Park, 153.032897,-27.407447,978.7356321839081
2144,1931.8629,Victoria,Yarram, 146.724470,-38.490227,1.1098096039838024
1812,227.5384,Queensland,Cambooya - Wyreema, 151.858817,-27.700022,7.963490997563488
7097,21.3348,Victoria,Deer Park - Derrimut, 144.779059,-37.790373,332.64900538088006
5012,30.1384,Queensland,Buderim - South, 153.048050,-26.709581,166.2994717702333
1574,26.8891,Tasmania,Somerset, 145.797958,-41.058569,58.536730496744035
1939,204.3164,New South Wales,Tea Gardens - Hawks Nest, 152.114462,-32.633519,9.490182873229951
6032,25.4336,New South Wales,Dubbo - South, 148.629836,-32.267446,237.1665827881228
0,326.2898,Western Australia,Ashendon - Lesley, 116.214778,-32.185266,0.0
3416,3.0275,New South Wales,Canterbury (North) - Ashbury, 151.117015,-33.905909,1128.3236994219653
1787,74.3213,Queensland,Logan Village, 153.103030,-27.771856,24.044251109708792
3973,1.8705,New South Wales,Dover Heights, 151.278336,-33.872320,2124.031007751938
763,1.2629,Northern Territory,Wulagi, 130.895085,-12.383005,604.1650170243091
1253,33.6971,Tasmania,Legana, 147.039135,-41.373647,37.18420873012811
2958,7.6722,Queensland,Beenleigh, 153.194208,-27.712862,385.5478220067256
4040,22.1512,Queensland,Trinity Beach - Smithfield, 145.693465,-16.814109,182.3828957347683
7428,11.6627,New South Wales,Warriewood - Mona Vale, 151.300199,-33.686911,636.9022610544729
4781,55.572,New South Wales,Bowral, 150.428190,-34.489760,86.03253436982652
1239,83.3503,Victoria,Riddells Creek, 144.677170,-37.451574,14.864973491397151
0,20.3221,Western Australia,Perth Airport, 115.970865,-31.946185,0.0
1024,1.7032,Australian Capital Territory,Pearce, 149.083695,-35.363074,601.2212306247064
1680,2.7559,Australian Capital Territory,Griffith (ACT), 149.136508,-35.326510,609.6012192024384
6220,35.7219,Western Australia,Rockingham, 115.759468,-32.273964,174.12287700262306
4284,2.9262,Queensland,Clayfield, 153.054763,-27.418842,1464.0147631740824
3948,801.0083,Victoria,Leongatha, 146.087873,-38.461240,4.928787878977035
3803,7.8291,New South Wales,West Pennant Hills, 151.032257,-33.747803,485.75187441723824
3668,45.0575,Victoria,Dromana, 144.985463,-38.340955,81.40709093935527
1146,2.2619,Australian Capital Territory,Lyons (ACT), 149.074149,-35.340135,506.65369821831206
1243,1.9561,Western Australia,Bateman, 115.847820,-32.055949,635.4480854762027
9194,5.8127,New South Wales,Marrickville, 151.154921,-33.912240,1581.7090164639494
5958,13.9361,Victoria,Gladstone Park - Westmeadows, 144.890976,-37.682226,427.5227646185088
4370,5.7115,New South Wales,Fairfield - East, 150.974279,-33.875309,765.1229974612623
935,30989.9027,Northern Territory,East Arnhem, 135.648058,-13.099665,0.030171117639552963
6505,29.6935,New South Wales,Blaxland - Warrimoo - Lapstone, 150.620555,-33.745947,219.07151396770337
1307,2105.3238,Victoria,Benalla Region, 146.002723,-36.771725,0.6208071176509761
3,8.7396,Western Australia,Henderson, 115.777008,-32.163639,0.3432651379925855
5507,5.7049,Victoria,Glen Iris - East, 145.077102,-37.856490,965.3105225332608
10,2.7374,Australian Capital Territory,Acton, 149.112906,-35.277288,3.653101483159202
3498,3.0846,Queensland,Wooloowin - Lutwyche, 153.041328,-27.415050,1134.020618556701
